基金代码,基金名称,一年排名,一年百分比排名,两年排名,两年百分比排名,三年排名,三年百分比排名,五年排名,五年百分比排名
519985,长信纯债壹号债券A,100,67.11,9,8.65,30,37.97,1,33.33
001021,华夏亚债中国指数A,123,82.55,86,82.69,49,62.03,2,66.67
001023,华夏亚债中国指数C,130,87.25,92,88.46,58,73.42,3,100.00
