基金代码,基金名称,一年排名,一年百分比排名,两年排名,两年百分比排名,三年排名,三年百分比排名,五年排名,五年百分比排名
519007,海富通强化回报混合,191,31.16,75,93.75,21,77.78,1,50.00
350007,天治趋势精选混合,611,99.67,79,98.75,27,100.00,2,100.00
