基金代码,基金名称,一年排名,一年百分比排名,两年排名,两年百分比排名,三年排名,三年百分比排名,五年排名,五年百分比排名
540007,汇丰晋信中小盘股票,214,36.15,298,91.41,190,78.51,54,36.00
481012,工银深证红利ETF联接,307,51.86,83,25.46,39,16.12,55,36.67
110003,易方达上证50指数,98,16.55,81,24.85,35,14.46,56,37.33
070023,嘉实深证基本面120联接,274,46.28,55,16.87,31,12.81,57,38.00
510130,易方达上证中盘ETF,190,32.09,221,67.79,104,42.98,58,38.67
530015,建信深证基本面60ETF联接,275,46.45,48,14.72,22,9.09,59,39.33
510220,华泰柏瑞上证中小盘ETF,338,57.09,208,63.80,119,49.17,60,40.00
530010,建信上证社会责任ETF联接,182,30.74,158,48.47,53,21.90,61,40.67
270026,广发中小板300ETF联接,475,80.24,163,50.00,213,88.02,62,41.33
510160,南方中证南方小康产业ETF,33,5.57,94,28.83,17,7.02,63,42.00
510260,诺安上证新兴产业ETF,314,53.04,276,84.66,177,73.14,64,42.67
660011,农银中证500指数,387,65.37,144,44.17,143,59.09,65,43.33
159911,鹏华深证民营ETF,537,90.71,253,77.61,225,92.98,66,44.00
700002,平安大华深证300指数增强,424,71.62,108,33.13,145,59.92,67,44.67
110021,易方达上证中盘ETF联接,195,32.94,212,65.03,125,51.65,68,45.33
510010,交银上证180公司治理ETF,124,20.95,257,78.83,57,23.55,69,46.00
202021,南方中证南方小康产业ETF联接,38,6.42,101,30.98,27,11.16,70,46.67
159902,华夏中小企业板ETF,531,89.70,126,38.65,211,87.19,71,47.33
519686,交银上证180公司治理ETF联接,152,25.68,233,71.47,65,26.86,72,48.00
510120,海富通上证非周期ETF,236,39.86,232,71.17,137,56.61,73,48.67
040180,华安上证180ETF联接,193,32.60,183,56.13,69,28.51,74,49.33
320014,诺安上证新兴产业ETF联接,343,57.94,279,85.58,187,77.27,75,50.00
510180,华安上证180ETF,160,27.03,220,67.48,66,27.27,76,50.67
510190,华安上证龙头ETF,242,40.88,150,46.01,60,24.79,77,51.33
519116,浦银安盛沪深300指数增强,123,20.78,93,28.53,49,20.25,78,52.00
510210,富国上证综指ETF,224,37.84,216,66.26,85,35.12,79,52.67
159913,交银深证300价值ETF,294,49.66,121,37.12,77,31.82,80,53.33
040002,华安MSCI中国A股指数增强,196,33.11,177,54.29,114,47.11,81,54.00
000051,华夏沪深300ETF联接,250,42.23,167,51.23,86,35.54,82,54.67
160615,鹏华沪深300指数(LOF),133,22.47,151,46.32,64,26.45,83,55.33
460220,华泰柏瑞上证中小盘ETF联接,436,73.65,261,80.06,148,61.16,84,56.00
040190,华安上证龙头ETF联接,276,46.62,156,47.85,90,37.19,85,56.67
206010,鹏华深证民营ETF联接,543,91.72,269,82.52,231,95.45,86,57.33
450008,国富沪深300指数增强,198,33.45,160,49.08,107,44.21,87,58.00
510050,华夏上证50ETF,127,21.45,202,61.96,56,23.14,88,58.67
510280,华宝兴业上证180成长ETF,156,26.35,157,48.16,96,39.67,89,59.33
470007,汇添富上证综合指数,202,34.12,211,64.72,97,40.08,90,60.00
100053,富国上证综指ETF联接,273,46.11,234,71.78,117,48.35,91,60.67
166007,中欧沪深300指数增强(LOF) -A,237,40.03,242,74.23,120,49.59,92,61.33
160706,嘉实沪深300ETF联接 (LOF),279,47.13,189,57.98,105,43.39,93,62.00
213010,宝盈中证100指数增强,132,22.30,170,52.15,71,29.34,94,62.67
233010,大摩深证300指数增强,459,77.53,140,42.94,159,65.70,95,63.33
161207,国投瑞银瑞和沪深300指数,107,18.07,132,40.49,73,30.17,96,64.00
519100,长盛中证100指数,143,24.16,175,53.68,58,23.97,97,64.67
110020,易方达沪深300ETF联接,257,43.41,184,56.44,103,42.56,98,65.33
660008,农银沪深300指数,264,44.59,209,64.11,108,44.63,99,66.00
519706,交银深证300价值ETF联接,334,56.42,141,43.25,113,46.69,100,66.67
510110,海富通上证周期ETF,256,43.24,287,88.04,75,30.99,101,67.33
519180,万家180指数,213,35.98,259,79.45,112,46.28,102,68.00
159912,汇添富深证300ETF,518,87.50,206,63.19,175,72.31,103,68.67
410008,华富中证100指数,205,34.63,192,58.90,80,33.06,104,69.33
519300,大成沪深300指数,283,47.80,199,61.04,122,50.41,105,70.00
163808,中银中证100指数增强,94,15.88,129,39.57,70,28.93,106,70.67
320010,诺安中证100指数,186,31.42,190,58.28,72,29.75,107,71.33
510060,工银上证央企50ETF,164,27.70,295,90.49,47,19.42,108,72.00
240019,华宝兴业上证180成长ETF联接,194,32.77,166,50.92,123,50.83,109,72.67
162307,海富通中证100指数(LOF),222,37.50,215,65.95,81,33.47,110,73.33
200002,长城久泰沪深300指数,183,30.91,181,55.52,111,45.87,111,74.00
481009,工银沪深300指数,272,45.95,223,68.40,116,47.93,112,74.67
240014,华宝兴业中证100指数,136,22.97,188,57.67,78,32.23,113,75.33
519032,海富通上证非周期ETF联接,316,53.38,282,86.50,165,68.18,114,76.00
202015,南方开元沪深300ETF联接,199,33.61,229,70.25,124,51.24,115,76.67
020011,国泰沪深300指数,212,35.81,179,54.91,128,52.89,116,77.33
165309,建信沪深300指数(LOF),269,45.44,238,73.01,129,53.31,117,78.00
290010,泰信中证200指数基金,406,68.58,201,61.66,156,64.46,118,78.67
164809,工银中证500指数分级,409,69.09,284,87.12,200,82.64,119,79.33
519027,海富通上证周期ETF联接,333,56.25,294,90.18,101,41.74,120,80.00
510270,中银上证国企100ETF,171,28.89,264,80.98,62,25.62,121,80.67
470068,汇添富深证300ETF联接,520,87.84,244,74.85,197,81.40,122,81.33
399001,中海上证50指数增强,219,36.99,237,72.70,68,28.10,123,82.00
161607,融通巨潮100指数(LOF),163,27.53,256,78.53,126,52.07,124,82.67
160807,长盛沪深300指数(LOF),299,50.51,265,81.29,141,58.26,125,83.33
160415,华安深证300指数(LOF),474,80.07,262,80.37,185,76.45,126,84.00
162010,长城久兆中小板300指数分级,484,81.76,169,51.84,209,86.36,127,84.67
159901,易方达深证100ETF,468,79.05,196,60.12,153,63.22,128,85.33
110019,易方达深证100ETF联接,389,65.71,186,57.06,155,64.05,129,86.00
510020,博时上证超级大盘ETF,41,6.93,109,33.44,54,22.31,130,86.67
162509,国联安双禧中证100指数分级,206,34.80,252,77.30,115,47.52,131,87.33
217016,招商深证100指数,263,44.43,182,55.83,163,67.36,132,88.00
050013,博时上证超级大盘ETF联接,53,8.95,116,35.58,74,30.58,133,88.67
180003,银华-道琼斯88指数,226,38.18,213,65.34,184,76.03,134,89.33
161604,融通深证100指数A,393,66.39,222,68.10,170,70.25,135,90.00
410010,华富中小板指数增强,570,96.28,296,90.80,232,95.87,136,90.67
161812,银华深证100指数分级,453,76.52,225,69.02,174,71.90,137,91.33
540009,汇丰晋信消费红利股票,61,10.30,130,39.88,237,97.93,138,92.00
159906,大成深证成长40ETF,555,93.75,195,59.82,219,90.50,139,92.67
161816,银华中证等权90指数分级,296,50.00,275,84.36,136,56.20,140,93.33
090012,大成深证成长40ETF联接,540,91.22,187,57.36,221,91.32,141,94.00
202017,南方深证成份ETF联接A,472,79.73,303,92.94,194,80.17,142,94.67
159903,南方深证成份ETF,502,84.80,305,93.56,191,78.93,143,95.33
160808,长盛同瑞中证200分级,430,72.64,321,98.47,236,97.52,144,96.00
161612,融通深证成份指数,465,78.55,312,95.71,208,85.95,145,96.67
163109,申万菱信深证成指分级,504,85.14,310,95.09,206,85.12,146,97.33
257060,国联安上证商品ETF联接,90,15.20,281,86.20,193,79.75,147,98.00
161217,国投瑞银中证上游资源产业指数(LOF),20,3.38,277,84.97,196,80.99,148,98.67
510170,国联安上证大宗商品股票ETF,70,11.82,285,87.42,186,76.86,149,99.33
161819,银华中证内地资源指数分级,96,16.22,308,94.48,207,85.54,150,100.00
