基金代码,基金名称,一年回报率,两年回报率,三年回报率,五年回报率,总回报率
519985,长信纯债壹号债券A,0.35,6.48,6.80,5.92,34.24
001021,华夏亚债中国指数A,-0.35,3.02,5.83,3.50,24.00
001023,华夏亚债中国指数C,-0.72,2.65,5.49,3.12,21.50
