基金代码,基金名称,晨星代码,三年评级,五年评级,波动幅度,波动幅度评价,晨星风险系数,晨星风险系数评价,夏普比率,夏普比率评价
590002,中邮核心成长混合,F000000443,2,2,38.45,高,25.65,高,0.45,偏低
161219,国投瑞银新兴产业混合(LOF),0P0000UINU,5,5,24.27,低,13.56,低,0.88,高
481004,工银稳健成长混合A,F00000041O,1,1,40.57,高,28.40,高,0.10,低
519702,交银趋势优先混合,0P0000RROL,5,4,30.30,偏低,18.89,偏低,0.93,高
160605,鹏华中国50混合,F0000003VY,1,2,36.36,中,25.38,高,0.25,低
519110,浦银安盛价值成长混合A,F00000049G,2,2,45.97,高,30.10,高,0.49,偏低
121003,国投瑞银核心企业混合,F0000003Z8,2,1,31.91,偏低,22.19,中,0.12,低
340007,兴全社会责任混合,F00000049O,4,4,32.11,偏低,20.11,偏低,0.66,中
163801,中银中国混合(LOF),F0000003WZ,2,3,31.36,偏低,21.04,偏低,0.28,低
660012,农银消费主题混合A,0P0000VPPL,3,0,35.40,中,23.64,中,0.36,低
400003,东方精选混合,F0000003YP,3,3,39.03,高,24.57,高,0.50,偏低
257040,国联安红利混合,F0000004D1,3,4,35.48,中,21.83,偏低,0.60,中
470006,汇添富医药保健混合A,0P0000PSI4,3,3,33.07,偏低,22.90,中,0.34,低
163409,兴全绿色投资混合(LOF),0P0000SSDU,3,4,31.40,偏低,20.89,偏低,0.53,中
163804,中银收益混合A,F00000040U,3,4,29.96,偏低,17.77,低,0.45,偏低
240004,华宝兴业动力组合混合,F0000003YG,4,3,35.97,中,23.29,中,0.63,中
580005,东吴进取策略混合,F0000004F9,2,2,37.92,高,25.73,高,0.36,低
660005,农银中小盘混合,F0000004IT,3,4,36.42,中,23.28,中,0.40,偏低
481010,工银瑞信中小盘混合,F0000004IN,3,3,38.49,高,24.72,高,0.55,中
110029,易方达科讯混合,F00000044F,1,2,46.45,高,29.85,高,0.32,低
580003,东吴行业轮动混合,F00000049K,2,1,40.42,高,27.24,高,0.45,偏低
100056,富国低碳环保混合,0P0000TNBX,3,3,41.34,高,24.87,高,0.64,中
070013,嘉实研究精选混合A,F0000004A3,4,5,30.47,偏低,18.94,偏低,0.65,中
160512,博时卓越品牌混合(LOF),0P0000SVXI,4,5,36.63,中,22.24,中,0.82,高
580001,东吴嘉禾优势精选混合,F0000003X6,1,1,40.22,高,28.07,高,0.21,低
519097,新华中小市值优选混合,0P0000S1IW,5,5,30.91,偏低,17.55,低,0.85,高
519033,海富通国策导向混合,0P0000U6NV,2,3,32.32,偏低,19.82,偏低,0.15,低
690003,民生加银精选混合,F0000004IC,3,2,37.81,高,24.32,中,0.48,偏低
519692,交银成长混合A,F000000419,3,4,33.17,中,21.28,偏低,0.52,偏低
730001,方正富邦创新动力混合,0P0000UQV7,3,3,37.04,中,23.82,中,0.48,偏低
000061,华夏盛世混合,F0000004I7,2,2,35.52,中,24.13,中,0.42,偏低
550002,信诚精萃成长混合,F00000041C,3,3,34.90,中,20.01,偏低,0.47,偏低
000127,农银行业领先混合,0P0000YWVN,4,0,35.38,中,23.18,中,0.65,中
070017,嘉实量化阿尔法混合,F0000004EO,4,3,36.00,中,22.22,中,0.66,中
050008,博时第三产业成长混合,F00000042F,2,2,36.91,中,25.61,高,0.25,低
200010,长城双动力混合,F0000004E1,4,4,36.28,中,22.79,中,0.68,中
519670,银河行业混合,F0000004F2,3,4,40.09,高,27.15,高,0.49,偏低
690009,民生加银红利回报混合,0P0000WG8A,4,0,31.24,偏低,17.67,低,0.80,高
161609,融通动力先锋混合,F000000412,3,3,34.12,中,23.41,中,0.44,偏低
040020,华安升级主题混合,0P0000SO52,3,3,38.77,高,26.92,高,0.52,偏低
200007,长城安心回报混合,F00000040F,3,3,23.56,低,15.40,低,0.44,偏低
530006,建信核心精选混合,F0000004DK,3,3,30.21,偏低,19.28,偏低,0.52,偏低
519698,交银先锋混合,F0000004ET,2,3,41.21,高,26.99,高,0.47,偏低
160611,鹏华优质治理混合(LOF),F00000042K,2,2,23.06,低,16.93,低,0.14,低
570005,诺德成长优势混合,F0000004GZ,5,5,26.30,低,14.48,低,1.10,高
161610,融通领先成长混合(LOF),F00000042M,1,1,48.54,高,29.98,高,0.28,低
290004,泰信优质生活混合,F00000041K,2,2,35.77,中,23.56,中,0.36,低
519089,新华优选成长混合,F0000004AN,2,2,39.11,高,26.05,高,0.29,低
530001,建信恒久价值混合,F0000003YQ,3,3,30.24,偏低,18.93,偏低,0.44,偏低
206002,鹏华精选成长混合,F0000004GV,3,3,27.87,低,18.00,低,0.33,低
270025,广发行业领先混合A,0P0000Q5N1,3,4,35.13,中,22.36,中,0.66,中
519099,新华灵活主题混合,0P0000TFQT,3,3,33.59,中,23.28,中,0.50,偏低
570007,诺德优选30混合,0P0000SR0B,3,2,33.47,中,21.82,偏低,0.46,偏低
483003,工银精选平衡混合,F000000405,2,1,35.38,中,24.16,中,0.39,偏低
163415,兴全商业模式优选混合(LOF),0P0000XBF0,5,0,27.92,低,15.75,低,1.06,高
100026,富国天合稳健混合,F00000041A,4,4,35.36,中,22.17,中,0.74,高
200011,长城景气行业龙头灵活配置混合,F0000004G2,2,2,33.11,偏低,23.60,中,0.19,低
000124,华宝兴业服务混合,0P0000YWKS,2,0,47.23,高,27.81,高,0.49,偏低
481015,工银主题策略混合,0P0000U0ZS,2,2,43.71,高,29.36,高,0.39,偏低
550001,信诚四季红混合,F0000003ZD,4,3,28.99,低,18.79,偏低,0.60,中
050009,博时新兴成长混合,F00000043S,1,1,37.14,中,25.93,高,0.25,低
050026,博时医疗保健行业混合A,0P0000WH54,2,0,33.82,中,23.35,中,0.26,低
040015,华安动态灵活配置混合,F0000004I0,4,4,30.83,偏低,19.05,偏低,0.78,高
166011,中欧盛世成长混合 (LOF) -A,0P0000VDDB,4,0,32.67,偏低,18.62,低,0.77,高
040035,华安逆向策略混合,0P0000WI7B,5,0,30.90,偏低,17.45,低,1.17,高
630001,华商领先企业混合,F00000042E,3,5,31.97,偏低,20.89,偏低,0.58,中
519002,华安安信消费混合,0P0000YVK0,3,0,37.76,高,25.41,高,0.59,中
519066,汇添富蓝筹稳健混合,F0000004AL,4,5,28.56,低,15.75,低,0.77,高
571002,诺德主题灵活配置混合,F0000004DD,4,3,31.39,偏低,18.83,偏低,0.68,中
530003,建信优选成长混合A,F00000040N,4,4,29.36,偏低,17.75,低,0.81,高
580008,东吴新产业精选混合,0P0000TWO8,1,2,44.12,高,29.14,高,0.35,低
160624,鹏华消费领先混合,0P00011FQB,0,0,37.49,高,25.49,高,0.49,偏低
233009,大摩多因子精选策略混合,0P0000SUEF,5,5,38.78,高,22.64,中,0.93,高
410001,华富竞争力优选混合,F0000003X8,3,3,35.97,中,24.67,高,0.42,偏低
560006,益民核心增长混合,0P0000WG54,1,0,32.52,偏低,23.92,中,0.09,低
519093,新华钻石品质企业混合,F0000004IG,4,4,25.86,低,17.28,低,0.77,高
206009,鹏华新兴产业混合,0P0000T2DC,4,5,28.63,低,17.85,低,0.72,高
165512,信诚新机遇混合(LOF),0P0000TK9X,3,4,31.30,偏低,20.60,偏低,0.60,中
360007,光大保德信优势配置混合,F000000441,4,4,26.69,低,16.93,低,0.75,高
410007,华富价值增长混合,F0000004G1,4,4,33.52,中,20.42,偏低,0.66,中
000173,汇添富美丽30混合,0P0000YVNM,3,0,38.52,高,24.80,高,0.56,中
519995,长信金利趋势混合,F0000003ZA,4,3,31.91,偏低,20.12,偏低,0.77,高
161810,银华内需精选混合(LOF),F0000004GI,4,4,32.08,偏低,18.54,低,0.81,高
240009,华宝兴业先进成长混合,F000000415,3,3,41.06,高,25.52,高,0.46,偏低
090020,大成健康产业混合,0P00011V58,0,0,38.32,高,28.06,高,0.00,低
470028,汇添富社会责任混合,0P0000SIFS,1,1,49.35,高,31.25,高,0.47,偏低
519008,汇添富优势精选混合,F0000003XY,3,4,33.57,中,21.87,中,0.58,中
470009,汇添富民营活力混合A,F0000004JG,4,5,39.57,高,22.27,中,0.75,高
110013,易方达科翔混合,F0000004DS,3,4,39.56,高,24.04,中,0.70,中
519001,银华核心价值优选混合,F0000003Y4,3,3,29.84,偏低,18.86,偏低,0.53,中
229002,泰达宏利逆向策略混合,0P0000VTRA,5,0,33.86,中,20.39,偏低,0.92,高
163412,兴全轻资产混合(LOF),0P0000VGNO,5,0,32.35,偏低,18.76,偏低,0.80,高
163406,兴全合润分级混合,F0000004JE,5,5,26.29,低,15.26,低,1.14,高
000404,易方达新兴成长灵活配置混合,0P0000ZSU6,2,0,50.31,高,30.41,高,0.56,中
570008,诺德周期策略混合,0P0000VCNW,4,0,39.22,高,22.74,中,0.66,中
377150,上投摩根健康品质生活混合,0P0000UUUU,3,0,37.04,中,24.22,中,0.52,偏低
320016,诺安多策略混合,0P0000TNW7,3,3,34.62,中,22.03,中,0.62,中
590001,中邮核心优选混合,F00000040T,2,1,37.36,中,26.73,高,0.27,低
160106,南方高增长混合(LOF),F0000003Y0,3,4,32.37,偏低,21.38,偏低,0.54,中
257030,国联安优势混合,F00000041R,3,3,33.57,中,20.87,偏低,0.57,中
161706,招商优质成长混合 (LOF),F0000003YH,2,2,35.68,中,23.76,中,0.37,低
161616,融通医疗保健行业混合A,0P0000WDLZ,1,0,36.79,中,26.04,高,0.14,低
200006,长城消费增值混合,F0000003Z3,2,2,29.09,低,20.89,偏低,0.17,低
590008,中邮战略新兴产业混合,0P0000W27A,4,0,43.48,高,25.44,高,0.74,高
070006,嘉实服务增值行业混合,F0000003VM,3,3,32.62,偏低,22.28,中,0.42,偏低
660010,农银策略精选混合,0P0000TT9R,1,1,33.05,偏低,25.60,高,0.01,低
165313,建信优势动力混合(LOF),0P0000YBN0,3,3,25.65,低,17.22,低,0.58,中
000020,景顺长城品质投资混合,0P0000Y2IW,3,0,33.43,中,20.56,偏低,0.56,中
100039,富国通胀通缩主题混合,0P0000NN23,3,3,32.99,偏低,22.24,中,0.61,中
660015,农银行业轮动混合,0P0000X6F3,4,0,37.72,高,23.34,中,0.59,中
379010,上投摩根中小盘混合,F0000004E5,2,2,42.45,高,28.34,高,0.43,偏低
202009,南方盛元红利混合,F000000492,3,2,43.93,高,26.90,高,0.55,中
000432,中银优秀企业混合,0P00011OLK,0,0,32.83,偏低,22.16,中,0.56,中
270006,广发策略优选混合,F0000003ZP,2,2,35.60,中,24.47,高,0.38,低
690004,民生加银稳健成长混合,0P0000O9AQ,3,3,36.98,中,23.97,中,0.58,中
050014,博时创业成长混合A,0P0000NR3K,4,4,33.90,中,20.67,偏低,0.75,高
070011,嘉实策略增长混合,F00000041P,2,2,38.18,高,25.90,高,0.38,偏低
160603,鹏华普天收益混合,F020206102,4,3,28.09,低,18.12,低,0.66,中
161005,富国天惠成长混合(LOF),F0000003YD,4,4,31.75,偏低,20.74,偏低,0.72,高
519068,汇添富成长焦点混合,F000000421,4,4,34.27,中,19.60,偏低,0.77,高
660001,农银行业成长混合A,F0000004CH,2,3,35.78,中,24.46,中,0.30,低
320003,诺安先锋混合,F0000003YS,3,3,29.14,低,19.71,偏低,0.54,中
340008,兴全有机增长混合,F0000004ES,5,5,25.97,低,14.26,低,0.71,中
460005,华泰柏瑞价值增长混合,F0000004B3,5,5,31.81,偏低,18.36,低,0.93,高
210004,金鹰稳健成长混合,F0000004J1,5,5,39.05,高,23.55,中,0.90,高
560003,益民创新优势混合,F00000043O,2,2,30.17,偏低,21.87,偏低,0.16,低
410003,华富成长趋势混合,F000000424,3,3,35.76,中,23.33,中,0.49,偏低
519019,大成景阳领先混合,F00000044E,3,3,35.51,中,22.38,中,0.55,中
161818,银华消费主题分级混合,0P0000TYU0,1,2,33.68,中,24.52,高,0.02,低
270005,广发聚丰混合,F0000003YO,2,2,34.08,中,21.45,偏低,0.39,偏低
519983,长信量化先锋混合A,0P0000PYF2,5,5,34.16,中,19.15,偏低,1.24,高
270022,广发内需增长混合,F0000004J3,2,1,35.99,中,24.15,中,0.37,低
110009,易方达价值精选混合,F000000402,3,2,37.59,高,24.39,中,0.48,偏低
377020,上投摩根内需动力混合,F00000042A,1,1,40.25,高,27.57,高,0.07,低
070010,嘉实主题精选混合,F000000408,2,2,37.46,高,24.92,高,0.42,偏低
740001,长安宏观策略混合,0P0000V8VN,4,0,30.26,偏低,18.93,偏低,0.58,中
000294,华安生态优先混合,0P0000ZT7Z,2,0,43.28,高,27.85,高,0.53,中
519018,汇添富均衡增长混合,F00000040I,2,2,39.06,高,25.30,高,0.43,偏低
410009,华富量子生命力混合,0P0000SJ13,3,2,37.70,高,26.49,高,0.45,偏低
530011,建信内生动力混合,0P0000Q3WO,3,3,28.95,低,18.82,偏低,0.56,中
270028,广发制造业精选混合,0P0000TVGO,3,3,40.01,高,25.34,高,0.61,中
260109,景顺长城内需增长贰号混合,F000000410,2,3,26.37,低,20.68,偏低,0.06,低
481017,工银量化策略混合,0P0000VQ03,4,0,34.98,中,22.52,中,0.70,中
090007,大成策略回报混合,F0000004DJ,5,5,23.83,低,14.47,低,0.93,高
560002,益民红利成长混合,F00000041B,1,1,35.34,中,25.60,高,0.09,低
519029,华夏稳增混合,F00000040P,1,1,41.11,高,29.16,高,0.22,低
240011,华宝兴业大盘精选混合,F0000004CZ,2,2,32.89,偏低,22.69,中,0.29,低
217010,招商大盘蓝筹混合,F0000004AB,4,4,28.13,低,17.82,低,0.71,中
620004,金元顺安价值增长混合,F0000004GU,2,2,33.31,中,21.98,中,0.24,低
260104,景顺长城内需增长混合,F0000003WB,2,3,26.69,低,21.01,偏低,0.07,低
377530,上投摩根行业轮动混合A,F0000004IK,2,3,40.16,高,26.39,高,0.34,低
090001,大成价值增长混合,F020090001,5,4,21.76,低,13.60,低,1.13,高
450007,国富成长动力混合,F0000004EL,2,2,39.30,高,26.36,高,0.46,偏低
671010,西部利得策略优选混合,0P0000RYO9,2,2,26.88,低,17.25,低,0.02,低
000031,华夏复兴混合,F000000442,3,3,24.05,低,16.15,低,0.39,偏低
162605,景顺长城鼎益混合(LOF),F0000003XA,3,3,31.45,偏低,20.56,偏低,0.47,偏低
257010,国联安小盘精选混合,F0000003VP,5,5,23.68,低,14.21,低,0.95,高
210008,金鹰策略配置混合,0P0000TP11,3,2,38.96,高,23.81,中,0.44,偏低
160910,大成创新成长混合(LOF),F00000043I,3,2,29.29,偏低,21.20,偏低,0.42,偏低
660004,农银策略价值混合,F0000004HA,3,3,32.97,偏低,22.99,中,0.37,低
100022,富国天瑞强势地区精选混合,F0000003XE,3,3,31.13,偏低,21.05,偏低,0.59,中
470008,汇添富策略回报混合,F0000004HZ,2,2,44.52,高,27.86,高,0.49,偏低
002011,华夏红利混合,F0000003XW,3,3,30.12,偏低,20.11,偏低,0.49,偏低
165516,信诚周期轮动混合(LOF),0P0000VO6G,4,0,35.05,中,21.90,中,0.68,中
260115,景顺长城中小盘混合,0P0000SE6J,3,3,33.87,中,22.98,中,0.41,偏低
610001,信达澳银领先增长混合,F000000423,2,2,32.48,偏低,24.33,中,0.24,低
180013,银华领先策略混合,F0000004CO,4,4,29.39,偏低,17.50,低,0.73,高
217009,招商核心价值混合,F000000427,3,2,29.23,低,19.46,偏低,0.29,低
000021,华夏优势增长混合,F00000041L,2,2,31.64,偏低,21.64,偏低,0.34,低
630008,华商策略精选混合,0P0000Q46U,3,3,28.14,低,18.72,偏低,0.57,中
519700,交银主题优选混合,0P0000O9B6,5,4,32.46,偏低,16.76,低,1.01,高
233008,大摩消费领航混合基金,0P0000Q6D5,1,2,35.67,中,21.56,偏低,0.05,低
260108,景顺长城新兴成长混合,F0000003ZX,3,2,29.98,偏低,20.07,偏低,0.30,低
217013,招商中小盘精选混合,F0000004I4,2,2,34.42,中,23.92,中,0.26,低
377240,上投摩根新兴动力混合A,0P0000THD5,2,3,40.25,高,26.66,高,0.34,低
270008,广发核心精选混合,F0000004CE,3,3,36.28,中,22.86,中,0.45,偏低
000117,广发轮动配置混合,0P0000YKZV,2,0,38.37,高,25.55,高,0.40,偏低
040004,华安宝利配置混合,F0000003WK,4,4,28.75,低,19.12,偏低,0.71,中
360005,光大保德信红利混合,F0000003Z6,4,4,29.27,低,18.57,低,0.75,高
160916,大成优选混合(LOF),0P0000WJD0,4,4,29.18,低,17.69,低,0.89,高
610006,信达澳银产业升级混合,0P0000T2DB,3,3,39.41,高,25.12,高,0.71,高
260117,景顺长城支柱产业混合,0P0000X6Z6,1,0,39.46,高,28.48,高,0.25,低
410006,华富策略精选混合,F0000004DQ,4,3,33.92,中,21.86,偏低,0.61,中
570006,诺德中小盘混合,0P0000O9BQ,2,3,39.38,高,24.30,中,0.48,偏低
530005,建信优化配置混合,F00000041Z,3,3,26.73,低,17.86,低,0.54,中
233001,大摩基础行业混合,F0000003VK,4,4,30.08,偏低,18.19,低,0.84,高
233011,大摩主题优选混合,0P0000VBXA,4,0,39.21,高,24.24,中,0.80,高
519087,新华优选分红混合,F0000003Y7,4,4,20.76,低,13.02,低,0.65,中
090015,大成内需增长混合A,0P0000T2NR,4,4,35.10,中,21.56,偏低,0.65,中
100020,富国天益价值混合,F0000003W7,3,3,31.93,偏低,22.17,中,0.52,偏低
610007,信达澳银消费优选混合,0P0000WLU6,2,0,45.76,高,29.10,高,0.40,偏低
213002,宝盈泛沿海增长混合,F0000003X9,2,2,42.36,高,27.51,高,0.47,偏低
160610,鹏华动力增长混合(LOF),F00000041Q,3,3,32.48,偏低,21.11,偏低,0.36,低
450010,国富策略回报混合,0P0000TLEP,3,2,31.38,偏低,20.21,偏低,0.49,偏低
000056,建信消费升级混合,0P0000YS2C,4,0,26.64,低,17.40,低,0.67,中
370024,上投摩根核心优选混合,0P0000X7PR,2,0,41.43,高,26.81,高,0.42,偏低
000264,博时内需增长混合,0P0000Z4DK,1,0,32.15,偏低,24.28,中,0.07,低
217012,招商行业领先混合A,F0000004FN,3,2,36.67,中,22.75,中,0.46,偏低
240017,华宝兴业新兴产业混合,0P0000Q46X,2,4,38.20,高,24.67,高,0.34,低
610002,信达澳银精华配置混合,F0000004AG,3,3,33.27,中,20.39,偏低,0.52,偏低
090018,大成新锐产业混合,0P0000VE3A,4,0,30.79,偏低,19.62,偏低,0.64,中
000354,长盛城镇化主题混合,0P0000ZQ33,5,0,25.51,低,15.18,低,0.92,高
000073,上投摩根成长动力混合,0P0000YGHL,1,0,39.94,高,26.37,高,0.18,低
580007,东吴新创业混合,0P0000O9BN,3,3,29.41,偏低,19.89,偏低,0.41,偏低
000452,南方医药保健灵活配置混合,0P00011IL3,0,0,21.11,低,11.30,低,0.84,高
360011,光大保德信动态优选混合,F0000004H8,4,5,23.26,低,14.60,低,0.83,高
070099,嘉实优质企业混合,F00000044D,3,3,35.32,中,21.85,偏低,0.55,中
166019,中欧价值智选回报混合A,0P0000YI7R,4,0,29.83,偏低,18.37,低,0.80,高
690001,民生加银品牌蓝筹混合,F0000004ER,4,4,28.86,低,15.06,低,0.73,高
398061,中海消费混合,0P0000U6NU,3,3,43.68,高,28.11,高,0.55,中
288002,华夏收入混合,F0000003YJ,4,4,26.06,低,16.82,低,0.77,高
470098,汇添富逆向投资混合,0P0000VAEX,4,0,34.16,中,22.42,中,0.79,高
519704,交银先进制造混合,0P0000T3GY,5,5,32.03,偏低,18.72,偏低,0.98,高
110002,易方达策略成长混合,F020110002,1,2,28.67,低,23.24,中,0.01,低
000039,农银高增长混合,0P0000Y5NM,3,0,38.07,高,23.12,中,0.47,偏低
000308,建信创新中国混合,0P0000ZDIT,5,0,28.58,低,16.76,低,0.95,高
519115,浦银安盛红利精选混合,F0000004HO,2,2,46.62,高,30.67,高,0.41,偏低
519021,国泰金鼎价值混合,F00000042D,3,3,33.88,中,23.14,中,0.44,偏低
233006,大摩领先优势混合,F0000004H0,3,3,33.12,中,20.80,偏低,0.62,中
398021,中海能源策略混合,F000000422,1,1,38.69,高,26.83,高,0.19,低
000336,农银研究精选混合,0P0000ZQ30,2,0,39.65,高,24.06,中,0.41,偏低
161611,融通内需驱动混合,F0000004F3,2,2,36.70,中,22.82,中,0.25,低
550009,信诚中小盘混合,F0000004IM,2,3,39.80,高,25.27,高,0.48,偏低
519017,大成积极成长混合,F00000041V,4,4,30.43,偏低,18.64,低,0.82,高
519035,富国天博创新混合,F00000042L,3,2,37.41,高,24.89,高,0.57,中
398031,中海蓝筹混合,F0000004DF,2,3,28.84,低,21.50,偏低,0.08,低
580002,东吴价值成长双动力混合,F00000041N,1,1,40.21,高,28.39,高,0.05,低
160314,华夏行业混合(LOF),F00000044C,3,3,31.84,偏低,20.79,偏低,0.51,偏低
377010,上投摩根阿尔法混合,F0000003YI,2,1,42.15,高,25.78,高,0.41,偏低
000209,信诚新兴产业混合,0P0000YYWI,3,0,40.10,高,24.71,高,0.55,中
112002,易方达策略成长二号混合,F00000040O,1,2,27.93,低,22.29,中,0.04,低
020026,国泰成长优选混合,0P0000VDDE,5,0,31.65,偏低,20.32,偏低,0.81,高
202019,南方策略优化混合,F0000004IW,5,4,33.14,中,19.71,偏低,1.04,高
290006,泰信蓝筹精选混合,F0000004EV,3,3,34.47,中,23.88,中,0.50,偏低
161606,融通行业景气混合,F0000003VT,2,3,31.31,偏低,21.60,偏低,0.25,低
040005,华安宏利混合,F00000040J,3,3,28.75,低,18.65,低,0.40,偏低
630016,华商价值共享,0P0000Y2ZM,3,0,35.06,中,23.66,中,0.60,中
530019,建信社会责任混合,0P0000WHNI,3,0,29.62,偏低,19.86,偏低,0.57,中
360012,光大保德信中小盘混合,F0000004J0,4,4,28.41,低,16.55,低,0.80,高
610004,信达澳银中小盘混合,F0000004HC,2,2,37.37,中,25.79,高,0.37,低
400007,东方策略成长混合,F00000049U,3,2,43.96,高,27.39,高,0.67,中
690011,民生加银积极成长混合,0P0000XSUU,2,0,35.87,中,23.26,中,0.34,低
590005,中邮核心主题混合,0P0000NRCB,3,3,41.81,高,27.85,高,0.58,中
519987,长信恒利优势混合,F0000004GE,3,3,34.49,中,23.42,中,0.47,偏低
450003,国富潜力组合混合A 人民币,F000000425,3,3,31.67,偏低,21.20,偏低,0.48,偏低
610005,信达澳银红利回报混合,0P0000OO3F,3,2,36.18,中,23.12,中,0.47,偏低
519908,华夏兴华混合A,0P0000YI7S,3,0,29.76,偏低,19.73,偏低,0.52,偏低
750001,安信灵活配置混合,0P0000W75L,3,0,23.98,低,15.70,低,0.54,中
519025,海富通领先成长混合,F0000004F8,2,1,36.72,中,25.19,高,0.33,低
320012,诺安主题精选混合,0P0000PQL7,4,4,26.59,低,17.25,低,0.73,高
163805,中银动态策略混合,F00000049C,4,4,31.59,偏低,19.29,偏低,0.66,中
000011,华夏大盘精选混合,F0000003WH,2,3,28.90,低,20.88,偏低,0.35,低
620006,金元顺安消费主题混合,0P0000PPFF,1,1,32.20,偏低,24.26,中,0.09,低
360016,光大保德信行业轮动混合,0P0000V0I1,4,0,33.61,中,21.10,偏低,0.67,中
160607,鹏华价值优势混合(LOF),F000000404,4,3,27.45,低,17.55,低,0.69,中
519678,银河消费驱动混合,0P0000TIZT,2,2,38.51,高,23.50,中,0.28,低
550008,信诚优胜精选混合,F0000004GS,4,4,34.42,中,22.34,中,0.64,中
481013,工银消费服务混合,0P0000SQ22,4,4,24.47,低,14.74,低,0.64,中
002031,华夏策略混合,F0000004DM,4,4,22.06,低,13.19,低,0.70,中
257050,国联安主题驱动混合,F0000004GR,1,1,43.12,高,27.68,高,0.24,低
200012,长城中小盘成长混合,0P0000RXU4,2,2,33.46,中,24.37,中,0.36,低
290011,泰信中小盘精选混合,0P0000U02T,3,3,36.71,中,23.93,中,0.64,中
510081,长盛动态精选混合,F0000003W1,3,3,29.12,低,19.68,偏低,0.43,偏低
290014,泰信现代服务业混合,0P0000XSUP,3,0,33.24,中,20.20,偏低,0.55,中
000167,广发聚优灵活配置混合A,0P0000Z8WO,1,0,40.59,高,26.96,高,0.19,低
320005,诺安价值增长混合,F00000041D,4,3,25.02,低,16.24,低,0.71,高
000083,汇添富消费行业混合,0P0000YEN5,4,0,38.77,高,23.32,中,0.74,高
260101,景顺长城优选混合,F020260101,3,5,30.07,偏低,20.16,偏低,0.58,中
150103,银河银泰混合,F0000003VL,3,3,36.19,中,23.60,中,0.43,偏低
240008,华宝兴业收益增长混合,F0000003ZU,3,4,28.51,低,19.12,偏低,0.34,低
202011,南方优选价值混合A,F0000004AA,4,4,32.65,偏低,20.89,偏低,0.71,高
160613,鹏华盛世创新混合(LOF),F0000004CY,4,4,28.10,低,18.66,低,0.77,高
270041,广发消费品精选混合,0P0000W46L,4,0,22.41,低,14.16,低,0.75,高
519158,新华趋势领航混合,0P0000Z9TY,5,0,31.37,偏低,17.83,低,0.95,高
070022,嘉实领先成长混合,0P0000SXJ5,3,4,42.09,高,23.27,中,0.64,中
166009,中欧新动力混合(LOF) -A,0P0000S1OY,5,5,29.28,偏低,17.43,低,0.92,高
160805,长盛同智优势成长混合(LOF),F00000041S,3,3,25.06,低,16.78,低,0.34,低
180010,银华优质增长混合,F0000003ZO,3,3,26.45,低,18.44,低,0.45,偏低
710002,富安达策略精选混合,0P0000VPGW,4,0,38.17,高,22.70,中,0.66,中
110023,易方达医疗保健行业混合,0P0000S0NU,1,2,35.23,中,24.81,高,0.10,低
270007,广发大盘成长混合,F00000043H,4,4,20.40,低,10.98,低,0.76,高
290002,泰信先行策略混合,F0000003WC,1,1,36.21,中,25.39,高,0.13,低
310328,申万菱信新动力混合,F0000003YE,3,3,26.51,低,17.17,低,0.66,中
