基金代码,基金名称,晨星代码,三年评级,五年评级,波动幅度,波动幅度评价,晨星风险系数,晨星风险系数评价,夏普比率,夏普比率评价
090021,大成月添利理财债券A,0P0000WZE5,3,0,0.40,中,0.00,高,7.79,偏低
090023,大成月月盈短期理财债券A,0P0000XF7V,5,0,0.80,高,0.00,高,3.78,低
485122,工银60天理财债券A,0P0000XWHL,4,0,0.38,中,0.00,高,9.63,中
040028,华安月月鑫短期理财债券A,0P0000W27E,2,0,0.32,偏低,0.00,高,6.11,偏低
110052,易方达双月利理财债券 - A,0P0000XSDS,5,0,0.41,高,0.00,高,8.69,偏低
550012,信诚理财7日盈债券 - A,0P0000XBR0,2,0,0.47,高,0.02,高,4.93,低
519721,交银理财60天债券 - A,0P0000Y4X9,1,0,0.37,中,0.00,高,5.05,低
202305,南方理财60天债券 - A,0P0000X2VI,3,0,0.37,中,0.00,高,8.76,偏低
470030,汇添富理财30天债券A,0P0000W27B,3,0,0.31,偏低,0.00,高,10.25,中
091021,大成月添利理财债券B,0P0000WZE6,4,0,0.40,中,0.00,高,8.76,偏低
091023,大成月月盈短期理财债券B,0P0000XF7W,5,0,0.80,高,0.00,高,4.18,低
485022,工银60天理财债券B,0P0000XWHM,5,0,0.38,中,0.00,高,10.73,中
001057,华夏理财30天债券A,0P0000X63E,3,0,0.30,低,0.00,高,11.16,中
519716,交银理财21天债券 - A,0P0000X7W2,2,0,0.56,高,0.05,高,3.73,低
519722,交银理财60天债券 - B,0P0000Y4XA,1,0,0.50,高,0.26,高,1.67,低
690212,民生加银家盈理财7天 - B,0P0000XYDJ,2,0,0.37,中,0.19,高,3.96,低
040029,华安月月鑫短期理财债券B,0P0000W27F,2,0,0.32,偏低,0.00,高,7.16,偏低
110050,易方达月月利理财债券 - A,0P0000XBR2,5,0,0.41,高,0.00,高,8.45,偏低
550013,信诚理财7日盈债券 - B,0P0000XBR1,1,0,0.68,高,0.22,高,1.46,低
110053,易方达双月利理财债券 - B,0P0000XSDT,5,0,0.41,高,0.00,高,9.70,中
470060,汇添富理财60天债券A,0P0000W8X2,3,0,0.36,中,0.00,高,8.87,偏低
202306,南方理财60天债券 - B,0P0000X2VJ,4,0,0.37,中,0.00,高,9.85,中
471007,汇添富理财7天债券A,0P0000YUB6,2,0,0.28,低,0.00,高,14.03,高
519717,交银理财21天债券 - B,0P0000XUF9,2,0,0.45,高,0.14,高,3.50,低
471030,汇添富理财30天债券B,0P0000W27C,4,0,0.31,偏低,0.00,高,11.64,中
110051,易方达月月利理财债券 - B,0P0000XBR3,5,0,0.41,高,0.00,高,9.38,偏低
471060,汇添富理财60天债券B,0P0000W8X3,4,0,0.36,中,0.00,高,10.00,中
000089,民生加银家盈理财月度债券 - A,0P0000YI7Y,3,0,0.22,低,0.00,高,20.04,高
000037,广发理财7天债券A,0P0000YXIW,3,0,0.34,偏低,0.00,高,10.97,中
472007,汇添富理财7天债券B,0P0000YUB7,4,0,0.28,低,0.00,高,17.10,高
000090,民生加银家盈理财月度债券 - B,0P0000YI7Z,4,0,0.22,低,0.00,高,17.15,高
000038,广发理财7天债券B,0P0000YXIX,3,0,0.33,偏低,0.00,高,11.01,中
270046,广发理财30天债券A,0P0000XTVP,3,0,0.34,偏低,0.00,高,10.66,中
360019,光大保德信添天盈理财债券A,0P0000X3TE,2,0,0.35,偏低,0.00,高,6.93,偏低
360020,光大保德信添天盈理财债券B,0P0000X3TF,2,0,0.35,偏低,0.00,高,7.92,偏低
270047,广发理财30天债券B,0P0000XTVQ,4,0,0.34,偏低,0.00,高,12.02,高
