基金代码,基金名称,一年回报率,两年回报率,三年回报率,五年回报率,总回报率
202101,南方宝元债券,9.06,12.29,13.80,12.14,405.37
121001,国投瑞银融华债券,16.20,10.78,12.66,11.19,430.60
162205,泰达宏利风险预算混合,2.16,4.64,6.85,10.95,378.22
253010,国联安安心成长混合,2.62,6.61,12.09,7.64,132.86
217002,招商安泰平衡混合,-0.79,0.65,7.60,7.73,256.51
090006,大成财富管理2020生命周期,3.80,6.71,6.14,4.16,147.20
